#1
double table_Timeout(16300,2)
0	0
0.06	0
0.06	0
0.06	0
0.06	0
0.06	0
0.06	0
0.120029	0
0.120029	0
0.120029	0
0.120029	0
0.156	0
0.168024	0
0.180022	0
0.180022	0
0.192002	0
0.192002	0
0.192002	0
0.192002	0
0.240004	0
0.240004	0
0.252022	0
0.252022	0
0.252022	0
0.252022	0
0.3	0
0.3	0
0.3	0
0.324	0
0.324	0
0.324	0
0.360109	0
0.360109	0
0.360109	0
0.360109	0
0.360109	0
0.360109	0
0.420002	0
0.420002	0
0.420002	0
0.420002	0
0.420002	0
0.420002	0
0.48	0
0.48	0
0.48	0
0.480003	0
0.480003	0
0.528031	0
0.540023	0
0.552004	0
0.552004	0
0.552004	0
0.552004	0
0.552004	0
0.600003	0
0.600003	0
0.600003	0
0.600003	0
0.600003	0
0.600003	0
0.660003	0
0.660003	0
0.660003	0
0.660003	0
0.696003	0
0.696003	0
0.720012	0
0.720012	0
0.720012	0
0.720012	0
0.720012	0
0.720012	0
0.780024	0
0.780024	0
0.780024	0
0.780024	0
0.780024	0
0.780024	0
0.840025	0
0.840025	0
0.840025	0
0.840025	0
0.840025	0
0.840025	0
0.900035	0
0.900035	0
0.900035	0
0.900035	0
0.900035	0
0.900035	0
0.960003	0
0.960003	0
0.960003	0
0.960003	0
0.960003	0
0.960003	0
1.020121	0
1.020121	0
1.03201	0
1.03201	0
1.03201	0
1.03201	0
1.080004	0
1.080004	0
1.080004	0
1.080004	0
1.080004	0
1.080004	0
1.140003	0
1.140003	0
1.152044	0
1.152044	0
1.152044	0
1.152044	0
1.200024	0
1.200024	0
1.200024	0
1.200024	0
1.236024	0
1.236024	0
1.260013	0
1.260013	0
1.260013	0
1.260013	0
1.260013	0
1.308047	0
1.320004	0
1.332026	0
1.332026	0
1.332026	0
1.332026	0
1.332026	0
1.380004	0
1.380004	0
1.380004	0
1.380004	0
1.380004	0
1.380004	0
1.440024	0
1.440024	0
1.440024	0
1.440024	0
1.440024	0
1.440024	0
1.500004	0
1.500004	0
1.500008	0
1.500008	0
1.500008	0
1.500008	0
1.560012	0
1.560012	0
1.560012	0
1.560012	0
1.560012	0
1.560012	0
1.620007	0
1.620007	0
1.620007	0
1.620007	0
1.620007	0
1.620007	0
1.680135	0
1.680135	0
1.680135	0
1.680135	0
1.680135	0
1.680135	0
1.680135	0
1.680135	0
1.680135	0
1.680135	0
1.680135	0
1.680135	0
1.800008	0
1.800008	0
